ist2,ALL,80,200,ok
ist3,ALL,60,200,ok
ist1,ALL,97,200,ok
ist2,MY_NEIGHBOURS,96,200,ok
ist3,MY_NEIGHBOURS,74,200,ok
ist1,MY_NEIGHBOURS,88,200,ok
ist2,MY_CELL,80,200,ok
ist3,MY_CELL,65,200,ok
ist1,MY_CELL,97,200,ok
